name_translations,city_code,country_code,time_zone,code,iata_type,name,coordinates,flightable
{'en': 'SPB'},WYB,US,America/Anchorage,WYB,airport,SPB,"{'lat': 55.916668, 'lon': -131.83333}",False
{'en': 'Kerema'},KMA,PG,Pacific/Port_Moresby,KMA,airport,Kerema,"{'lat': -7.961702, 'lon': 145.77155}",False
{'en': 'Sao Joao Del Rei'},JDR,BR,America/Sao_Paulo,JDR,airport,Sao Joao Del Rei,"{'lat': -21.087957, 'lon': -44.2301}",False
{'en': 'Dixie'},DXD,AU,Australia/Brisbane,DXD,airport,Dixie,"{'lat': -15.166667, 'lon': 143.66667}",False
{'en': 'Ust-Ilimsk'},UIK,RU,Asia/Irkutsk,UIK,airport,Ust-Ilimsk,"{'lat': 58.13333, 'lon': 102.55}",True
{'en': 'Moroak'},MRT,AU,Australia/Darwin,MRT,airport,Moroak,"{'lat': -14.483333, 'lon': 133.41667}",False
{'en': 'Fuyuan Dongji Airport'},FYJ,CN,Asia/Shanghai,FYJ,airport,Fuyuan Dongji Airport,"{'lat': 48.199494, 'lon': 134.366447}",True
{'en': 'Heliport'},QMK,GL,America/Godthab,QMK,heliport,Heliport,"{'lat': 68.25, 'lon': -52.833332}",True
{'en': 'Johnston Island'},JON,UM,Pacific/Johnston,JON,airport,Johnston Island,"{'lat': 16.733334, 'lon': -169.53334}",False
{'en': 'Sabana De Torres'},SNT,CO,America/Bogota,SNT,airport,Sabana De Torres,"{'lat': 7.666667, 'lon': -73}",False
{'en': 'Blonduos'},BLO,IS,Atlantic/Reykjavik,BLO,airport,Blonduos,"{'lat': 65.666664, 'lon': -20.3}",False
{'en': 'Neil Armstrong'},AXV,US,America/New_York,AXV,airport,Neil Armstrong,"{'lat': 40.566666, 'lon': -84.2}",False
{'en': '\u202aShanzihe'},RIZ,CN,Asia/Shanghai,RIZ,airport,‪Shanzihe,"{'lat': 35.40362925896902, 'lon': 119.32371060629134}",True
{'en': 'Las Cruces Municipal'},LRU,US,America/Denver,LRU,airport,Las Cruces Municipal,"{'lat': 32.290833, 'lon': -106.92167}",True
{'en': 'Suavanao Airstrip'},VAO,SB,Pacific/Guadalcanal,VAO,airport,Suavanao Airstrip,"{'lat': -7.566667, 'lon': 158.66667}",True
{'en': 'Grenchen'},ZHI,CH,Europe/Zurich,ZHI,railway,Grenchen,"{'lat': 47.193585, 'lon': 7.3954451}",False
{'en': 'Kelsey'},KES,CA,America/Winnipeg,KES,airport,Kelsey,"{'lat': 56.016666, 'lon': -96.5}",False
{'en': 'Chinguitti'},CGT,MR,Africa/Nouakchott,CGT,airport,Chinguitti,"{'lat': 20.45, 'lon': -12.366667}",False
{'en': 'Princeton JT Railway'},PCT,US,America/New_York,ZTJ,railway,Princeton JT Railway,"{'lat': 40.3487181, 'lon': -74.6590472}",False
{'en': 'Leknes Airport'},LKN,NO,Europe/Oslo,LKN,airport,Leknes Airport,"{'lat': 68.15421, 'lon': 13.614864}",True
{'en': 'Ilo'},ILQ,PE,America/Lima,ILQ,airport,Ilo,"{'lat': -17.666668, 'lon': -71.333336}",False
{'en': 'SPB'},HWI,US,America/Juneau,HWI,airport,SPB,"{'lat': 58.11778, 'lon': -134.75417}",False
{'en': 'Uberaba Airport'},UBA,BR,America/Sao_Paulo,UBA,airport,Uberaba Airport,"{'lat': -19.776388, 'lon': -47.958332}",True
{'en': 'Ten. Vidal'},GXQ,CL,America/Santiago,GXQ,airport,Ten. Vidal,"{'lat': -45.58889, 'lon': -72.09861}",False
{'en': 'Bata Airport'},BSG,GQ,Africa/Malabo,BSG,airport,Bata Airport,"{'lat': 1.906667, 'lon': 9.802222}",True
{'en': 'Klosters Railway Station'},ZHS,CH,Europe/Zurich,ZHS,railway,Klosters Railway Station,"{'lat': 46.86, 'lon': 9.89}",False
{'en': 'Baratayevka'},ULY,RU,Europe/Samara,ULV,airport,Baratayevka,"{'lat': 54.268333, 'lon': 48.226665}",True
{'en': 'Marion Municipal'},MNN,US,America/New_York,MNN,airport,Marion Municipal,"{'lat': 40.583332, 'lon': -83.13333}",False
{'en': 'Mehrabad International Airport'},THR,IR,Asia/Tehran,THR,airport,Mehrabad International Airport,"{'lat': 35.691532, 'lon': 51.32187}",True
{'en': 'Mudan'},HZA,CN,Asia/Shanghai,HZA,airport,Mudan,"{'lat': 35.213333, 'lon': 115.736667}",True
{'en': 'Mota'},OTA,ET,Africa/Addis_Ababa,OTA,airport,Mota,"{'lat': 11.066667, 'lon': 37.88333}",False
{'en': 'San Juan Del Cesar'},SJH,CO,America/Bogota,SJH,airport,San Juan Del Cesar,"{'lat': 10.766667, 'lon': -73.01667}",False
{'en': 'St-Laurent du Maroni'},LDX,GF,America/Cayenne,LDX,airport,St-Laurent du Maroni,"{'lat': 5.483333, 'lon': -54.05}",False
{'en': 'Charleroi Brussels South Airport'},BRU,BE,Europe/Brussels,CRL,airport,Charleroi Brussels South Airport,"{'lat': 50.456696, 'lon': 4.451703}",True
{'en': 'Oranjemund Airport'},OMD,NA,Africa/Windhoek,OMD,airport,Oranjemund Airport,"{'lat': -28.583332, 'lon': 16.45}",True
{'en': 'Vallenar'},VLR,CL,America/Santiago,VLR,airport,Vallenar,"{'lat': -28.591667, 'lon': -70.761665}",False
{'en': 'Granada Railway Station'},GRX,ES,Europe/Madrid,YJG,railway,Granada Railway Station,"{'lat': 37.1764874, 'lon': -3.5979291}",True
{'en': 'Richard B Russell'},RMG,US,America/New_York,RMG,airport,Richard B Russell,"{'lat': 34.35139, 'lon': -85.15861}",False
{'en': 'Waterloo'},WLO,AU,Australia/Darwin,WLO,airport,Waterloo,"{'lat': -16.633333, 'lon': 129.31667}",False
{'en': 'Killineq'},XBW,CA,America/Montreal,XBW,airport,Killineq,"{'lat': 42.65, 'lon': -80.82}",False
{'en': 'Rinkenberger'},BDF,US,America/Chicago,BDF,airport,Rinkenberger,"{'lat': 41.183334, 'lon': -89.65}",False
{'en': 'Hamburg Finkenwerder Airport'},HAM,DE,Europe/Berlin,XFW,airport,Hamburg Finkenwerder Airport,"{'lat': 52.535835, 'lon': 9.836945}",True
{'en': 'Miramichi Railway Station'},XEY,CA,America/Moncton,XEY,railway,Miramichi Railway Station,"{'lat': 47.004167, 'lon': -65.466667}",False
{'en': 'Comox Airport'},YQQ,CA,America/Vancouver,YQQ,airport,Comox Airport,"{'lat': 49.705864, 'lon': -124.907814}",True
{'en': 'Migalovo'},KLD,RU,Europe/Moscow,KLD,airport,Migalovo,"{'lat': 56.916668, 'lon': 35.916668}",False
{'en': 'Lombok International Airport'},LOP,ID,Asia/Makassar,LOP,airport,Lombok International Airport,"{'lat': -8.757322, 'lon': 116.27667}",True
{'en': 'Mercedes'},MDX,AR,America/Argentina/Cordoba,MDX,airport,Mercedes,"{'lat': -29.167221, 'lon': -58.075558}",False
{'en': 'Zulu Inyala'},PZL,ZA,Africa/Johannesburg,PZL,airport,Zulu Inyala,"{'lat': -27.866667, 'lon': 32.3}",False
{'en': 'Niagara Falls International Airport'},IAG,US,America/New_York,IAG,airport,Niagara Falls International Airport,"{'lat': 43.1, 'lon': -78.95}",True
{'en': 'Touho'},TOU,NC,Pacific/Noumea,TOU,airport,Touho,"{'lat': -20.8, 'lon': 165.25}",False
{'en': 'Kitale Airport'},KTL,KE,Africa/Nairobi,KTL,airport,Kitale Airport,"{'lat': 0.974111, 'lon': 34.959248}",True
{'en': 'Daup'},DAF,PG,Pacific/Port_Moresby,DAF,airport,Daup,"{'lat': -4.733333, 'lon': 144.95}",False
{'en': 'Ephrata'},EPH,US,America/Los_Angeles,EPH,airport,Ephrata,"{'lat': 47.30417, 'lon': -119.5125}",False
{'en': 'Lukulu'},LXU,ZM,Africa/Lusaka,LXU,airport,Lukulu,"{'lat': -14.416667, 'lon': 23.2}",False
{'en': 'Finse Railway Station'},XKN,NO,Europe/Oslo,XKN,railway,Finse Railway Station,"{'lat': 60.6, 'lon': 7.5}",False
{'en': 'Catania-Fontanarossa Airport'},CTA,IT,Europe/Rome,CTA,airport,Catania-Fontanarossa Airport,"{'lat': 37.47066, 'lon': 15.065877}",True
{'en': 'Yingkou Lanqi'},YKH,CN,Asia/Shanghai,YKH,airport,Yingkou Lanqi,"{'lat': 40.540833, 'lon': 122.357222}",True
{'en': 'Cecil Field'},JAX,US,America/New_York,VQQ,airport,Cecil Field,"{'lat': 30.333332, 'lon': -81.65}",False
{'en': 'Koh Kong'},KKZ,KH,Asia/Phnom_Penh,KKZ,airport,Koh Kong,"{'lat': 11.633333, 'lon': 102.96667}",False
{'en': 'L.F. Wade International Airport'},BDA,BM,Atlantic/Bermuda,BDA,airport,L.F. Wade International Airport,"{'lat': 32.35994, 'lon': -64.70115}",True
{'en': 'Fasa'},FAZ,IR,Asia/Tehran,FAZ,airport,Fasa,"{'lat': 28.933332, 'lon': 53.7}",False
{'en': 'Sheregesh'},ШГШ,RU,Asia/Novokuznetsk,ШГШ,bus,Sheregesh,"{'lat': 52.926858, 'lon': 87.979982}",False
{'en': 'Bulutumbang Airport'},TJQ,ID,Asia/Jakarta,TJQ,airport,Bulutumbang Airport,"{'lat': -2.75, 'lon': 107.65}",True
{'en': 'Guadalcanal'},GSI,SB,Pacific/Guadalcanal,GSI,airport,Guadalcanal,"{'lat': -9.533333, 'lon': 160.2}",False
{'en': 'Matthews Ridge'},MWJ,GY,America/Guyana,MWJ,airport,Matthews Ridge,"{'lat': 6.55, 'lon': -59.9}",False
{'en': 'Lubango Airport'},SDD,AO,Africa/Luanda,SDD,airport,Lubango Airport,"{'lat': -14.924444, 'lon': 13.576667}",True
{'en': 'Tabiteuea North'},TBF,KI,Pacific/Tarawa,TBF,airport,Tabiteuea North,"{'lat': -1.231944, 'lon': 174.78}",False
{'en': 'Kira'},KIQ,PG,Pacific/Port_Moresby,KIQ,airport,Kira,"{'lat': -8.116667, 'lon': 147.35}",False
{'en': 'Lander County'},BAM,US,America/Los_Angeles,BAM,airport,Lander County,"{'lat': 40.63333, 'lon': -116.933334}",False
{'en': 'Seefeld Bus Station'},XOW,AT,Europe/Vienna,XOW,bus,Seefeld Bus Station,"{'lat': 47.32944, 'lon': 11.18917}",False
{'en': 'Garbaharey'},GBM,SO,Africa/Mogadishu,GBM,airport,Garbaharey,"{'lat': 3.333333, 'lon': 42.183334}",False
{'en': 'Tomanggong'},TMG,MY,Asia/Kuching,TMG,airport,Tomanggong,"{'lat': 5.4, 'lon': 118.65}",False
{'en': 'Germansen'},YGS,CA,America/Vancouver,YGS,airport,Germansen,"{'lat': 55.783333, 'lon': -124.71667}",False
{'en': 'Wendover'},ENV,US,America/Denver,ENV,airport,Wendover,"{'lat': 40.733334, 'lon': -114.03333}",False
{'en': 'Cudal'},CUG,AU,Australia/Sydney,CUG,airport,Cudal,"{'lat': -32, 'lon': 151}",False
{'en': 'Tianjin Binhai International Airport'},TSN,CN,Asia/Shanghai,TSN,airport,Tianjin Binhai International Airport,"{'lat': 39.122627, 'lon': 117.3399}",True
{'en': 'San Pedro Uraba'},NPU,CO,America/Bogota,NPU,airport,San Pedro Uraba,"{'lat': 4.95, 'lon': -71.916664}",False
{'en': 'Douglas County'},MEV,US,America/Los_Angeles,MEV,airport,Douglas County,"{'lat': 39, 'lon': -119.75}",False
{'en': 'Gordon Downs'},GDD,AU,Australia/Perth,GDD,airport,Gordon Downs,"{'lat': -18.716667, 'lon': 128.55}",False
{'en': 'Simanggang'},SGG,MY,Asia/Kuching,SGG,airport,Simanggang,"{'lat': 1.222778, 'lon': 111.460556}",False
{'en': 'Cananea'},CNA,MX,America/Hermosillo,CNA,airport,Cananea,"{'lat': 31, 'lon': -110.333336}",False
{'en': 'Franz Josef'},WHO,NZ,Pacific/Auckland,WHO,airport,Franz Josef,"{'lat': -43.38333, 'lon': 170.18333}",False
{'en': 'San Ignacio De M'},SNM,BO,America/La_Paz,SNM,airport,San Ignacio De M,"{'lat': -14.966389, 'lon': -65.63556}",False
{'en': 'Dien Bien Airport'},DIN,VN,Asia/Ho_Chi_Minh,DIN,airport,Dien Bien Airport,"{'lat': 21.383333, 'lon': 103}",True
{'en': 'Kedrovy'},КДД,RU,Asia/Tomsk,КДД,airport,Kedrovy,"{'lat': 57.61762561941206, 'lon': 79.46003969581594}",False
{'en': 'Sila'},SIL,PG,Pacific/Port_Moresby,SIL,airport,Sila,"{'lat': -8.333333, 'lon': 147.5}",False
{'en': 'Gavle C Railway Station'},GVX,SE,Europe/Stockholm,QYU,railway,Gavle C Railway Station,"{'lat': 60.6746161, 'lon': 17.1418309}",True
{'en': 'Tugur'},ТУУ,RU,Asia/Vladivostok,ТУУ,heliport,Tugur,"{'lat': 53.77333450317383, 'lon': 136.81832885742188}",False
{'en': 'Santiago Marino International Airport'},PMV,VE,America/Caracas,PMV,airport,Santiago Marino International Airport,"{'lat': 10.917189, 'lon': -63.96899}",True
{'en': 'Stockton Airport'},SCK,US,America/Los_Angeles,SCK,airport,Stockton Airport,"{'lat': 37.894444, 'lon': -121.23917}",True
{'en': 'Sud Corse Airport'},FSC,FR,Europe/Paris,FSC,airport,Sud Corse Airport,"{'lat': 41.498634, 'lon': 9.098223}",True
{'en': 'Salisbury Railway Station'},XSR,GB,Europe/London,XSR,railway,Salisbury Railway Station,"{'lat': 51.06906129999999, 'lon': -1.7954134}",False
{'en': 'Governador Valadares Airport'},GVR,BR,America/Sao_Paulo,GVR,airport,Governador Valadares Airport,"{'lat': -18.850279, 'lon': -41.933334}",True
{'en': 'Peraitepuy'},PPH,VE,America/Caracas,PPH,airport,Peraitepuy,"{'lat': 4.583333, 'lon': -61.516666}",False
{'en': 'Lowndes County'},UBS,US,America/Chicago,UBS,airport,Lowndes County,"{'lat': 33.466667, 'lon': -88.38333}",False
{'en': 'Dresden International Airport'},DRS,DE,Europe/Berlin,DRS,airport,Dresden International Airport,"{'lat': 51.124332, 'lon': 13.766082}",True
{'en': 'Waterloo Airport'},ALO,US,America/Chicago,ALO,airport,Waterloo Airport,"{'lat': 42.55611, 'lon': -92.39972}",True
{'en': 'Vryburg'},VRU,ZA,Africa/Johannesburg,VRU,airport,Vryburg,"{'lat': -26.916668, 'lon': 24.75}",False
{'en': 'Aspen Airport'},ASE,US,America/Denver,ASE,airport,Aspen Airport,"{'lat': 39.219685, 'lon': -106.864685}",True
{'en': 'Mcnary Field'},SLE,US,America/Los_Angeles,SLE,airport,Mcnary Field,"{'lat': 44.995277, 'lon': -123.025}",True
{'en': 'Sultan Thaha Airport'},DJB,ID,Asia/Jakarta,DJB,airport,Sultan Thaha Airport,"{'lat': -1.630432, 'lon': 103.63936}",True
{'en': 'Nakhon Phanom Airport'},KOP,TH,Asia/Bangkok,KOP,airport,Nakhon Phanom Airport,"{'lat': 17.4, 'lon': 104.75}",True
{'en': 'Selawik Airport'},WLK,US,America/Anchorage,WLK,airport,Selawik Airport,"{'lat': 66.602776, 'lon': -159.98334}",True
{'en': 'Uljin'},UJN,KR,Asia/Seoul,UJN,airport,Uljin,"{'lat': 36.98333, 'lon': 129.38333}",False
{'en': 'Smyrna'},MQY,US,America/Chicago,MQY,airport,Smyrna,"{'lat': 35.983334, 'lon': -86.5}",False
{'en': 'Viracopos Airport'},SAO,BR,America/Sao_Paulo,VCP,airport,Viracopos Airport,"{'lat': -23.009892, 'lon': -47.141674}",True
{'en': 'Phu Vinh'},PHU,VN,Asia/Ho_Chi_Minh,PHU,airport,Phu Vinh,"{'lat': 9.95, 'lon': 106.333336}",False
{'en': 'Dwyer Air Base'},DWR,AF,Asia/Kabul,DWR,airport,Dwyer Air Base,"{'lat': 31.101111, 'lon': 64.067222}",False
{'en': 'Harbour'},XEO,GL,America/Godthab,XEO,airport,Harbour,"{'lat': 69.333336, 'lon': -51}",False
{'en': 'Heliport'},FWM,GB,Europe/London,FWM,railway,Heliport,"{'lat': 56.816666, 'lon': -5.116667}",False
{'en': 'Fort Jefferson'},RBN,US,America/New_York,RBN,airport,Fort Jefferson,"{'lat': 24.616667, 'lon': -82.86667}",False
{'en': 'Akaslompolo Bus Station'},XHC,FI,Europe/Helsinki,XHC,bus,Akaslompolo Bus Station,"{'lat': 67.6664494, 'lon': 24.1586813275218}",False
{'en': 'Las Gaviotas'},LGT,CO,America/Bogota,LGT,airport,Las Gaviotas,"{'lat': 9.166667, 'lon': -74.5}",False
{'en': 'Dutchess County'},POU,US,America/New_York,POU,airport,Dutchess County,"{'lat': 41.628056, 'lon': -73.882774}",False
{'en': 'Chiasso Railway Station'},ZDS,CH,Europe/Zurich,ZDS,railway,Chiasso Railway Station,"{'lat': 45.833698, 'lon': 9.025363}",False
{'en': 'Luderitz Airport'},LUD,NA,Africa/Windhoek,LUD,airport,Luderitz Airport,"{'lat': -26.68639, 'lon': 15.243889}",True
{'en': 'Kiunga'},KIU,KE,Africa/Nairobi,KIU,airport,Kiunga,"{'lat': -1.733333, 'lon': 41.516666}",False
{'en': 'Deyang Bus Station'},DEY,CN,Asia/Shanghai,DEY,bus,Deyang Bus Station,"{'lat': -7.58, 'lon': 110.215}",False
{'en': 'Geelong'},GEX,AU,Australia/Melbourne,GEX,airport,Geelong,"{'lat': -38.13333, 'lon': 144.35}",False
{'en': 'Hamar Airport'},HMR,NO,Europe/Oslo,HMR,airport,Hamar Airport,"{'lat': 60.8, 'lon': 11.116667}",False
{'en': 'Yuksekova'},YKO,TR,Europe/Istanbul,YKO,airport,Yuksekova,"{'lat': 37.551667, 'lon': 44.233611}",True
{'en': 'Aek Godang'},AEG,ID,Asia/Jakarta,AEG,airport,Aek Godang,"{'lat': 1.399722, 'lon': 99.416664}",False
{'en': 'St. George Island Airport'},STG,US,America/Anchorage,STG,airport,St. George Island Airport,"{'lat': 56.6, 'lon': -169.5525}",True
{'en': 'Helgoland'},HGL,DE,Europe/Berlin,HGL,airport,Helgoland,"{'lat': 54.186943, 'lon': 7.916667}",False
{'en': 'Araracuara'},ACR,CO,America/Bogota,ACR,airport,Araracuara,"{'lat': -0.383333, 'lon': -72.3}",False
{'en': 'Palm Island Airport'},PMK,AU,Australia/Brisbane,PMK,airport,Palm Island Airport,"{'lat': -18.333332, 'lon': 146.66667}",True
{'en': 'Damascus International Airport'},DAM,SY,Asia/Damascus,DAM,airport,Damascus International Airport,"{'lat': 33.41117, 'lon': 36.51249}",True
{'en': 'Bowerman'},HQM,US,America/Los_Angeles,HQM,airport,Bowerman,"{'lat': 46.97111, 'lon': -123.935555}",False
{'en': 'Kilkenny'},KKY,IE,Europe/Dublin,KKY,airport,Kilkenny,"{'lat': 52.65, 'lon': -7.25}",False
{'en': 'Besakoa'},BSV,MG,Indian/Antananarivo,BSV,airport,Besakoa,"{'lat': -15.666667, 'lon': 47.066666}",False
{'en': 'Beatty'},BTY,US,America/Los_Angeles,BTY,airport,Beatty,"{'lat': 36.9, 'lon': -116.76667}",False
{'en': 'Morafenobe'},TVA,MG,Indian/Antananarivo,TVA,airport,Morafenobe,"{'lat': -17.849443, 'lon': 44.919167}",False
{'en': 'Mopah Airport'},MKQ,ID,Asia/Jayapura,MKQ,airport,Mopah Airport,"{'lat': -8.516667, 'lon': 140.5}",True
{'en': 'New Brunswick'},YFC,CA,America/Moncton,UNB,airport,New Brunswick,"{'lat': 45.87316, 'lon': -66.52978}",False
{'en': 'Villa Constitucion'},VIB,MX,America/Mazatlan,VIB,airport,Villa Constitucion,"{'lat': 25.058332, 'lon': -111.7}",False
{'en': 'Nouakchott International Airport'},NKC,MR,Africa/Nouakchott,NKC,airport,Nouakchott International Airport,"{'lat': 18.098148, 'lon': -15.952041}",True
{'en': 'Itaperuna'},ITP,BR,America/Sao_Paulo,ITP,airport,Itaperuna,"{'lat': -21.21889, 'lon': -41.875}",False
{'en': 'Forrest City Municipal'},FCY,US,America/Chicago,FCY,airport,Forrest City Municipal,"{'lat': 34.95, 'lon': -90.76667}",False
{'en': 'Qachas Nek'},UNE,LS,Africa/Maseru,UNE,airport,Qachas Nek,"{'lat': -30.166668, 'lon': 27.166668}",False
{'en': 'Kwai Harbour'},KWR,SB,Pacific/Guadalcanal,KWR,airport,Kwai Harbour,"{'lat': -8.566667, 'lon': 160.73334}",False
{'en': 'Orinduik'},ORJ,GY,America/Guyana,ORJ,airport,Orinduik,"{'lat': 4.716667, 'lon': -60.033333}",False
{'en': 'Chapeco Airport'},XAP,BR,America/Sao_Paulo,XAP,airport,Chapeco Airport,"{'lat': -27.088612, 'lon': -52.629723}",True
{'en': 'Mariscal Sucre International Airport'},UIO,EC,America/Guayaquil,UIO,airport,Mariscal Sucre International Airport,"{'lat': -0.145528, 'lon': -78.49053}",True
{'en': 'Stolport'},VLO,US,America/Los_Angeles,VLO,airport,Stolport,"{'lat': 38.11667, 'lon': -122.23333}",False
{'en': 'Juara'},JUA,BR,America/Cuiaba,JUA,airport,Juara,"{'lat': -11.333333, 'lon': -57.466667}",False
{'en': 'Coonabarabran'},COJ,AU,Australia/Sydney,COJ,airport,Coonabarabran,"{'lat': -31.337221, 'lon': 149.27194}",False
{'en': 'Krasny Chikoy'},КСЧ,RU,Asia/Chita,КСЧ,airport,Krasny Chikoy,"{'lat': 50.37083435058594, 'lon': 108.76444244384766}",True
{'en': 'Gimhae International Airport'},PUS,KR,Asia/Seoul,PUS,airport,Gimhae International Airport,"{'lat': 35.179317, 'lon': 128.94873}",True
{'en': 'Nizhnevartovsk Airport'},NJC,RU,Asia/Yekaterinburg,NJC,airport,Nizhnevartovsk Airport,"{'lat': 60.9476, 'lon': 76.49145}",True
{'en': 'Apuka'},АПУ,RU,Asia/Kamchatka,АПУ,heliport,Apuka,"{'lat': 60.43916702270508, 'lon': 169.62110900878906}",False
{'en': 'Culberson County'},VHN,US,America/Chicago,VHN,airport,Culberson County,"{'lat': 31.05, 'lon': -104.833336}",False
{'en': 'Akiak'},AKI,US,America/Anchorage,AKI,airport,Akiak,"{'lat': 60.905556, 'lon': -161.22333}",False
{'en': 'Leverkusen Mitte'},QLV,DE,Europe/Berlin,QLV,railway,Leverkusen Mitte,"{'lat': 51.0333, 'lon': 6.9833}",True
{'en': 'Manas International Airport'},BSZ,KG,Asia/Bishkek,BSZ,airport,Manas International Airport,"{'lat': 43.05358, 'lon': 74.46945}",True
{'en': 'Carnarvon Airport'},CVQ,AU,Australia/Perth,CVQ,airport,Carnarvon Airport,"{'lat': -24.883429, 'lon': 113.66358}",True
{'en': 'Guanacaste'},NCT,CR,America/Costa_Rica,NCT,airport,Guanacaste,"{'lat': 10.138889, 'lon': -85.445}",False
{'en': 'Eirunepe'},ERN,BR,America/Eirunepe,ERN,airport,Eirunepe,"{'lat': -6.583333, 'lon': -69.88333}",True
{'en': 'Aruja'},ZFU,BR,America/Sao_Paulo,ZFU,airport,Aruja,"{'lat': -23.3964516, 'lon': -46.3214444}",False
{'en': 'Ngukurr'},RPM,AU,Australia/Darwin,RPM,airport,Ngukurr,"{'lat': -14.933333, 'lon': 134}",False
{'en': 'St Landry Parish'},OPL,US,America/Chicago,OPL,airport,St Landry Parish,"{'lat': 30.533333, 'lon': -92.083336}",False
{'en': 'Summit'},UMM,US,America/Anchorage,UMM,airport,Summit,"{'lat': 63.316666, 'lon': -149.31667}",False
{'en': 'Matadi'},MAT,CD,Africa/Kinshasa,MAT,airport,Matadi,"{'lat': -5.798333, 'lon': 13.441667}",False
{'en': 'Mato Grosso'},MTG,BR,America/Cuiaba,MTG,airport,Mato Grosso,"{'lat': -14, 'lon': -55}",False
{'en': 'Kume-jima Airport'},UEO,JP,Asia/Tokyo,UEO,airport,Kume-jima Airport,"{'lat': 26.365278, 'lon': 126.719444}",True
{'en': 'Vuokatti Bus Station'},XVM,FI,Europe/Helsinki,XVM,bus,Vuokatti Bus Station,"{'lat': 64.1211138, 'lon': 28.2333766}",False
{'en': 'Lyall Harbour'},YAJ,CA,America/Vancouver,YAJ,airport,Lyall Harbour,"{'lat': 48.8, 'lon': -123.2}",False
{'en': 'Gen V Deslandes'},BUG,AO,Africa/Luanda,BUG,airport,Gen V Deslandes,"{'lat': -12.606389, 'lon': 13.405556}",False
{'en': 'Tijuana Airport'},TIJ,MX,America/Tijuana,TIJ,airport,Tijuana Airport,"{'lat': 32.546284, 'lon': -116.97466}",True
{'en': 'Pecos City'},PEQ,US,America/Chicago,PEQ,airport,Pecos City,"{'lat': 31.433332, 'lon': -103.5}",False
{'en': 'Trissino'},VIC,IT,Europe/Rome,VIC,airport,Trissino,"{'lat': 45.55, 'lon': 11.55}",False
{'en': 'Heliport'},HRN,AU,Australia/Brisbane,HRN,heliport,Heliport,"{'lat': -23.433332, 'lon': 151.91667}",False
{'en': 'Ningbo Airport'},NGB,CN,Asia/Shanghai,NGB,airport,Ningbo Airport,"{'lat': 29.820415, 'lon': 121.462395}",True
{'en': 'Regina International Airport'},YQR,CA,America/Regina,YQR,airport,Regina International Airport,"{'lat': 50.433327, 'lon': -104.65519}",True
{'en': 'CZ Bus Station'},SZX,CN,Asia/Shanghai,HNZ,bus,CZ Bus Station,"{'lat': 36.46561, 'lon': -78.64167}",True
{'en': 'Dawadmi Airport'},DWD,SA,Asia/Riyadh,DWD,airport,Dawadmi Airport,"{'lat': 24.445545, 'lon': 44.1287}",True
{'en': 'Indianapolis International Airport'},IND,US,America/Indiana/Indianapolis,IND,airport,Indianapolis International Airport,"{'lat': 39.714516, 'lon': -86.29805}",True
{'en': 'Vennesla Railway Station'},XXE,NO,Europe/Oslo,XXE,railway,Vennesla Railway Station,"{'lat': 58.26889, 'lon': 7.97083}",False
{'en': 'Mae Hong Son Airport'},HGN,TH,Asia/Bangkok,HGN,airport,Mae Hong Son Airport,"{'lat': 19.29968, 'lon': 97.97523}",True
{'en': 'Ariquemes'},AQM,BR,America/Porto_Velho,AQM,airport,Ariquemes,"{'lat': -9.933333, 'lon': -63.066666}",False
{'en': 'La Aurora International Airport'},GUA,GT,America/Guatemala,GUA,airport,La Aurora International Airport,"{'lat': 14.588071, 'lon': -90.53068}",True
{'en': 'Hukuntsi'},HUK,BW,Africa/Gaborone,HUK,airport,Hukuntsi,"{'lat': -23.983334, 'lon': 21.75}",False
{'en': 'Puertollano'},UER,ES,Europe/Madrid,UER,railway,Puertollano,"{'lat': 38.7, 'lon': -4.116667}",False
{'en': 'Humen Port'},ZTI,CN,Asia/Shanghai,ZTI,harbour,Humen Port,"{'lat': 22.86487378006014, 'lon': 113.58301413486207}",True
{'en': 'Valdosta Regional Airport'},VLD,US,America/New_York,VLD,airport,Valdosta Regional Airport,"{'lat': 30.78389, 'lon': -83.27722}",True
{'en': 'Queenstown'},UTW,ZA,Africa/Johannesburg,UTW,airport,Queenstown,"{'lat': -31.866667, 'lon': 26.866667}",False
{'en': 'Ludwigslust Railway Station'},ZLU,DE,Europe/Berlin,ZLU,railway,Ludwigslust Railway Station,"{'lat': 53.31667, 'lon': 11.48333}",False
{'en': 'Stara Zagora'},SZR,BG,Europe/Sofia,SZR,airport,Stara Zagora,"{'lat': 42.433334, 'lon': 25.616667}",False
{'en': 'Wagny'},WGY,GA,Africa/Libreville,WGY,airport,Wagny,"{'lat': 0.516667, 'lon': 10.433333}",False
{'en': 'Lagunillas'},LGY,VE,America/Caracas,LGY,airport,Lagunillas,"{'lat': 8.516667, 'lon': -71.4}",False
{'en': 'Iliamna Airport'},ILI,US,America/Anchorage,ILI,airport,Iliamna Airport,"{'lat': 59.752777, 'lon': -154.90834}",True
{'en': 'Heliport'},QCU,GL,America/Godthab,QCU,heliport,Heliport,"{'lat': 68.75, 'lon': -52.333332}",True
{'en': 'Buochs'},BXO,CH,Europe/Zurich,BXO,airport,Buochs,"{'lat': 46.966667, 'lon': 8.383333}",False
{'en': 'Lake Rudolf'},LKU,KE,Africa/Nairobi,LKU,airport,Lake Rudolf,"{'lat': 3.416667, 'lon': 35.88333}",False
